Tipologia,Nome,X,Y,Indirizzo,Civ,Note,Shape Area,Shape Len,Longitudine,Latitudine
Fermate Amtab,,,,"Via A. Fenicia, 6",,,,,170.018,410.839
Fermate Amtab,,,,"Corso Cavour,  Camera di commercio (Capolinea)",,,,,168.724,411.247
Fermate Amtab,,,,"Via Melo, 57",,,,,168.712,411.243
Fermate Amtab,,,,Via C. Massa - pal. A-B,,,,,167.859,411.283
Fermate Amtab,,,,"Viale delle Regioni, 44",,,,,167.935,411.231
Fermate Amtab,,,,Via Nazionale - Ponte Tangenziale,,,,,167.738,411.531
Fermate Amtab,,,,"Via Carulli, 74",,,,,168.753,411.202
Fermate Amtab,,,,Via Vaccarella - Ospedale,,,,,168.647,410.762
Fermate Amtab,,,,Lungomare Cristofoto Colombo Lido Lucciola,,,,,167.321,411.692
Fermate Amtab,,,,Via Lama di Giotta fronte civ.38,,,,,17.002,410.879
Fermate Amtab,,,,Via Napoli - Chiesa,,,,,167.486,411.627
Fermate Amtab,,,,"Via G. Petroni, 12/M",,,,,168.685,411.125
Fermate Amtab,,,,Via di Venere - Ospedale,,,,,168.634,410.769
Fermate Amtab,,,,Via Masaniello - Ist. A. d'Aosta,,,,,168.864,411.168
Fermate Amtab,,,,Viale G. Lindemann - fronte Mastrandrea,,,,,168.089,41.107
Fermate Amtab,,,,"Via Ten. L. Ranieri, 13/A",,,,,167.643,411.536
Fermate Amtab,,,,"Via Umberto I, 157",,,,,16.869,410.628
Fermate Amtab,,,,"Via L. del Turco, 1/F",,,,,167.578,411.521
Fermate Amtab,,,,"Via delle Azalee, 1/3",,,,,167.385,411.588
Fermate Amtab,,,,"Via Manzoni, civ. 169",,,,,168.612,41.121
Fermate Amtab,,,,"Via G. Petroni, 104/G",,,,,168.671,411.015
Fermate Amtab,,,,Via Nazionale - fronte Park Hotel,,,,,167.698,411.552
Fermate Amtab,,,,"Via Magna Grecia, 91",,,,,168.911,411.108
Fermate Amtab,,,,Via Macchie - Chiesa,,,,,167.722,411.467
Fermate Amtab,,,,"Lung. A. Giovine, fronte 61/2",,,,,169.501,411.008
Fermate Amtab,,,,Via Barisano da Trani - fronte 19,,,,,167.958,411.256
Fermate Amtab,,,,"Piazza Aldo Moro, Capolinea",,,,,168.695,411.183
Fermate Amtab,,,,"Corso Vittorio Veneto, Anagrafe",,,,,168.633,411.286
Fermate Amtab,,,,Corso Giuseppe Mazzini - ex Capolinea,,,,,168.542,411.253
Fermate Amtab,,,,Viale Europa - ang. B. Buozzi,,,,,168.396,411.182
Fermate Amtab,,,,Via delle Azalee - fronte 1/13,,,,,167.384,411.588
Fermate Amtab,,,,Corso V. Emanuele - Provvisoria,,,,,168.674,411.259
Fermate Amtab,,,,Via Dante Alighieri - Provvisoria,,,,,168.621,411.216
Fermate Amtab,,,,Corso Vitt. Veneto ex parch. Multiservizi - Provvisoria,,,,,16.855,41.128
Fermate Amtab,,,,C.so Vitt. Veneto fronte ex parch.Multise - Provvisoria,,,,,168.551,41.128
Fermate Amtab,,,,"Via G. Petroni, 132/F",,,,,168.652,410.855
Fermate Amtab,,,,"Via Magna Grecia, 16",,,,,168.911,411.109
Fermate Amtab,,,,Via delle Mimose - fronte Amenduni,,,,,167.894,411.036
Fermate Amtab,,,,Via Fenicia zona 167 Capolinea,,,,,170.016,410.834
Fermate Amtab,,,,Viale Europa - Caserma GdF,,,,,16.787,411.339
Fermate Amtab,,,,"Strada Della Marina, 88",,,,,169.668,410.962
Fermate Amtab,,,,"Via Peucetia, 36/A",,,,,168.934,411.127
Fermate Amtab,,,,Via Magna Grecia - fronte Conad,,,,,168.933,411.142
Fermate Amtab,,,,Viale Papa Giovanni XXIII - ist. Tridente,,,,,168.683,411.071
Fermate Amtab,,,,"Complanare Est, 108",,,,,169.349,410.989
Fermate Amtab,,,,Via G. Amendola - Ist. Prov. Inf.,,,,,16.886,41.106
Fermate Amtab,,,,Via delle Magnolie - Univ. Agraria,,,,,167.554,411.091
Fermate Amtab,,,,"Via Napoli, 178/D",,,,,167.427,411.642
Fermate Amtab,,,,Via N. Cacudi - fronte Ist. Scolastico,,,,,167.945,411.291
Fermate Amtab,,,,"Via Napoli, fronte 322/A",,,,,168.433,411.276
Fermate Amtab,,,,"Via F. Crispi, 184",,,,,168.529,411.224
Fermate Amtab,,,,via Zippitelli ang. B: Buozzi,,,,,168.227,411.082
Fermate Amtab,,,,"Via Giuseppe Papalia, 5",,,,,169.019,411.074
Fermate Amtab,,,,Via D'Annunzio fronte Centro Perm. Temp.,,,,,167.786,411.438
Fermate Amtab,,,,"via S. Caterina, fronte MediaWorld",,,,,168.303,410.989
Fermate Amtab,,,,Via Pantaleo Carabellese - fronte 10,,,,,169.069,411.073
Fermate Amtab,,,,"Viale A. Salandra, 14/A",,,,,168.641,411.151
Fermate Amtab,,,,Via E. Orabona - fronte S. Marcello,,,,,168.783,411.075
Fermate Amtab,,,,"Via A. Miglionico, 2",,,,,167.969,411.235
Fermate Amtab,,,,"Via Giovanni Gentile, fronte 47/A",,,,,169.079,411.094
Fermate Amtab,,,,"Viale Luigi Sturzo, 19",,,,,168.724,41.107
Fermate Amtab,,,,"Viale A. Salandra, 46",,,,,168.634,411.132
Fermate Amtab,,,,Viale F. De Blasio - Enel,,,,,167.963,411.125
Fermate Amtab,,,,Viale O. Flacco - fronte 4/A,,,,,168.618,411.107
Fermate Amtab,,,,"Via Alberotanza, 5",,,,,168.718,410.958
Fermate Amtab,,,,"Via Napoli, 6/A",,,,,167.582,411.602
Fermate Amtab,,,,Via Tenente Cesare Suglia - inversione,,,,,169.161,41.103
Fermate Amtab,,,,"Viale L. Einaudi, 17/H",,,,,168.769,411.008
Fermate Amtab,,,,"Corso Alcide De Gasperi, 449/A",,,,,168.697,410.898
Fermate Amtab,,,,"Via G. Fanelli, 221",,,,,168.789,411.042
Fermate Amtab,,,,"Via M. L. King, 89",,,,,168.575,411.007
Fermate Amtab,,,,"Via B. Buozzi, 29/D",,,,,168.385,41.117
Fermate Amtab,,,,Via Giuseppe De Ribera - fronte civ. 6,,,,,167.915,411.251
Fermate Amtab,,,,"Viale G. Salvemini, 2",,,,,168.812,411.067
Fermate Amtab,,,,"Viale F. De Blasio, 23",,,,,16.809,411.152
Fermate Amtab,,,,"Via Canestrelle, fronte civ. 10",,,,,168.444,41.087
Fermate Amtab,,,,"Viale della Repubblica, 58/B",,,,,168.739,41.11
Fermate Amtab,,,,"Piazza Luigi di Savoia, 7",,,,,168.739,411.197
Fermate Amtab,,,,Via Ottavio Tapputi - Provvisoria,,,,,16.89,41.092
Fermate Amtab,,,,"Via Lama Del Duca, 2/A",,,,,168.552,410.735
Fermate Amtab,,,,"Via R. Ciusa, 5",,,,,16.802,411.282
Fermate Amtab,,,,"Via Melo da Bari, 217",,,,,168.717,411.197
Fermate Amtab,,,,"Lung. A. Giovine, 51",,,,,169.465,411.023
Fermate Amtab,,,,Via Romito - svinc. Tangenziale,,,,,168.088,411.383
Fermate Amtab,,,,"Piazza Vittorio Emanuele, 41",,,,,168.657,410.641
Fermate Amtab,,,,Via Peucetia - ang. Magna Grecia,,,,,168.935,411.127
Fermate Amtab,,,,"Viale Luigi De Laurentis, 3",,,,,168.647,411.002
Fermate Amtab,,,,Piazza Romita - Chiesa,,,,,167.959,411.199
Fermate Amtab,,,,"Via B. Buozzi, 48",,,,,168.355,411.157
Fermate Amtab,,,,Via A. Toscanini - Edicola - Capolinea,,,,,169.112,411.025
Fermate Amtab,,,,Viale del Concilio Vaticano II - ang. Giovanni XXIII,,,,,168.652,411.068
Fermate Amtab,,,,Via dei Gerani - fronte Partner,,,,,167.847,411.102
Fermate Amtab,,,,Via Crisanzio - Ateneo,,,,,16.868,411.198
Fermate Amtab,,,,Via Peucetia - fronte Chiesa S. Francesco,,,,,168.899,411.141
Fermate Amtab,,,,"Corso Cavour, 209",,,,,168.727,411.194
Fermate Amtab,,,,"Via Zippitelli, ex grafica Laterza",,,,,168.224,411.161
Fermate Amtab,,,,Via delle Magnolie - ex Enaip,,,,,167.666,411.096
Fermate Amtab,,,,Viale O. Respighi - Pineta S. Francesco,,,,,168.299,411.329
Fermate Amtab,,,,"Via G. Appulo, 33",,,,,168.994,411.027
Fermate Amtab,,,,Via delle Orchidee - Zincomet,,,,,167.841,41.101
Fermate Amtab,,,,Via G. Petroni - fronte S. Rita,,,,,168.656,410.887
Fermate Amtab,,,,"Viale J. F. Kennedy, 36",,,,,168.691,411.008
Fermate Amtab,,,,Via delle Ortensie - fronte ex Altecna,,,,,167.783,41.103
Fermate Amtab,,,,"Via Giuseppe Verdi, 46",,,,,168.351,411.351
Fermate Amtab,,,,Viale J. F. Kennedy - fronte 83/B,,,,,168.615,411.012
Fermate Amtab,,,,"Corso Alcide De Gasperi, 345",,,,,168.716,411.039
Fermate Amtab,,,,"Via N. Piccinni, 8",,,,,168.716,411.255
Fermate Amtab,,,,"via S. Caterina, fronte Ipercoop",,,,,168.302,41.099
Fermate Amtab,,,,"Piazza Diaz, 12",,,,,168.783,411.224
Fermate Amtab,,,,"C.so V. Veneto, fronte N.R. GdF",,,,,168.507,411.298
Fermate Amtab,,,,"Via Gregorio Ancona, 13 - Coop. Arcobaleno",,,,,167.359,411.514
Fermate Amtab,,,,"Via Napoli, 322/A",,,,,168.429,411.276
Fermate Amtab,,,,"Via Zippitelli, fronte Vetreria Barbarossa",,,,,168.198,411.094
Fermate Amtab,,,,Via G. Ferorelli - Cedi,,,,,168.077,411.101
Fermate Amtab,,,,"Via Umberto I, 276",,,,,168.699,410.578
Fermate Amtab,,,,Via C. Rosalba - Parco Dominco,,,,,168.542,410.922
Fermate Amtab,,,,Lungomare Starita - CUS,,,,,168.443,411.354
Fermate Amtab,,,,"Via De Marinis, 62",,,,,168.703,410.769
Fermate Amtab,,,,Via Peucetia - ang. V. Apulia,,,,,168.877,41.115
Fermate Amtab,,,,"Viale Japigia, 184",,,,,168.992,411.127
Fermate Amtab,,,,Via della Tolleranza fronte Galleria Comm.,,,,,167.359,411.492
Fermate Amtab,,,,via della lealta CAP (61),,,,,167.371,411.486
Fermate Amtab,,,,"Lung. A. Giovine, 31/F",,,,,169.351,41.107
Fermate Amtab,,,,"Via A. Omodeo, 40",,,,,168.828,411.064
Fermate Amtab,,,,Via Caldarola - fronte C.S. Polivalente,,,,,169.102,411.025
Fermate Amtab,,,,"Corso Alcide De Gasperi, 274",,,,,168.715,41.102
Fermate Amtab,,,,"Via Napoli, 11",,,,,167.582,411.602
Fermate Amtab,,,,Via dei Caduti Partigiani - fronte Assi Casa,,,,,168.992,41.107
Fermate Amtab,,,,"Via Roppo, 50",,,,,168.686,41.066
Fermate Amtab,,,,"Via G. Fanelli, 239",,,,,168.795,411.018
Fermate Amtab,,,,"Via Pantaleo Carabellese, 10",,,,,169.069,411.072
Fermate Amtab,,,,Via Napoli - fronte conc. Autoclub,,,,,168.231,411.327
Fermate Amtab,,,,"Lung. A. Giovine, 45",,,,,169.422,411.042
Fermate Amtab,,,,Lung. G. Di Cagno Abbrescia - fronte ex GS,,,,,169.241,411.113
Fermate Amtab,,,,Strada Della Marina - fronte 72/D,,,,,16.971,410.959
Fermate Amtab,,,,"Viale O. Flacco, 4/A",,,,,168.618,411.106
Fermate Amtab,,,,Via Umberto I - ex Cap. Filobus,,,,,168.696,410.589
Fermate Amtab,,,,"Lung. A. Giovine, fronte 45",,,,,169.426,41.104
Fermate Amtab,,,,"Bari, Int. Policlinico fr Pronto Socc.",,,,,168.613,411.128
Fermate Amtab,,,,"Bari, Interno Policlinico Polipark",,,,,168.565,41.11
Fermate Amtab,,,,Interno Policlinico Banca del Sangue,,,,,168.596,411.103
Fermate Amtab,,,,Via Samuel F. Hahnemann - Provvisoria,,,,,16.889,410.979
Fermate Amtab,,,,Via Samuel F. Hahnemann fr Mater Dei - Provvisoria,,,,,168.864,410.984
Fermate Amtab,,,,"Bari, Via Nicola Tridente,26",,,,,168.847,411.014
Fermate Amtab,,,,Via B. Regina ang. Lung. Vitt. Veneto,,,,,168.513,411.291
Fermate Amtab,,,,"Bari, Via Caldarola 30 Chiesa",,,,,16.893,411.089
Fermate Amtab,,,,"Via Crisanzio, Ateneo",,,,,168.679,411.198
Fermate Amtab,,,,"Via Q.no Sella, 225",,,,,168.647,411.191
Fermate Amtab,,,,"Bari,Policlinico uscita O.Flacco",,,,,168.618,411.112
Fermate Amtab,,,,Interno Policlinico ex P.S.,,,,,168.613,411.128
Fermate Amtab,,,,Corso Italia - ang. v. Eritrea,,,,,168.625,411.183
Fermate Amtab,,,,"Strada San Girolamo, 14",,,,,168.229,411.358
Fermate Amtab,,,,"Via Umberto I, 94",,,,,168.688,410.643
Fermate Amtab,,,,Via La Rotella - Peugeot,,,,,168.229,411.233
Fermate Amtab,,,,"Complanare Est, 132",,,,,169.451,41.095
Fermate Amtab,,,,Via Vittorio Veneto - Ist. Lucarelli,,,,,168.697,41.068
Fermate Amtab,,,,Via C. Giaquinto - ang. Barisano,,,,,167.935,411.243
Fermate Amtab,,,,"Via G. Amendola, 176",,,,,16.889,410.997
Fermate Amtab,,,,"Via Bari, 21",,,,,169.969,410.856
Fermate Amtab,,,,Via Val D'Aosta - fronte ex Cap.,,,,,16.788,411.184
Fermate Amtab,,,,"Via M. C. di Savoia, 22",,,,,168.768,411.137
Fermate Amtab,,,,"Via G. Re David, 178/C",,,,,168.764,411.118
Fermate Amtab,,,,"Viale Japigia, 97",,,,,168.962,411.139
Fermate Amtab,,,,"Via L. Colonna, 16",,,,,169.895,410.881
Fermate Amtab,,,,"Corso della Carboneria, 8",,,,,168.513,411.251
Fermate Amtab,,,,Interno Porto Varco Dogana (Capolinea),,,,,168.693,411.334
Fermate Amtab,,,,"Via Mons. F. Nitti, 51",,,,,168.541,411.199
Fermate Amtab,,,,"Via A. Omodeo, 47",,,,,168.824,411.062
Fermate Amtab,,,,Strada Catino - fronte 22,,,,,167.403,411.589
Fermate Amtab,,,,Via Napoli - Accesso B,,,,,167.998,411.431
Fermate Amtab,,,,"Via dei Caduti Partigiani, A/44",,,,,168.955,411.085
Fermate Amtab,,,,Viale B. Accolti Gil - Levantauto,,,,,168.122,411.201
Fermate Amtab,,,,Via Nazionale - Villaggio Moggia,,,,,167.708,411.547
Fermate Amtab,,,,"Via Colonnello De Cristoforis, fronte Tamoil",,,,,168.562,411.241
Fermate Amtab,,,,Strada Catino - fronte Stadio,,,,,167.345,41.153
Fermate Amtab,,,,"via Bellomo, fronte civ. 99",,,,,168.455,410.996
Fermate Amtab,,,,Viale G. D'Annunzio - Carcere Militare,,,,,167.787,411.358
Fermate Amtab,,,,Viale B. Accolti Gil - Tabacchificio,,,,,168.125,411.201
Fermate Amtab,,,,Corso della Carboneria - fronte 8,,,,,168.513,411.251
Fermate Amtab,,,,"Strada Catino, 22",,,,,167.402,411.589
Fermate Amtab,,,,"Via Giuseppe Papalia, 12",,,,,169.042,411.065
Fermate Amtab,,,,Via delle Dalie Consorzio ASI,,,,,16.767,411.005
Fermate Amtab,,,,Via dei Gladioli fronte Cinofili CC,,,,,167.714,410.982
Fermate Amtab,,,,Via Portoghese fronte mercato LunedÃ¬,,,,,168.392,411.305
Fermate Amtab,,,,Via Portoghese,,,,,168.393,411.305
Fermate Amtab,,,,Via Giulio Petroni 19/C,,,,,168.687,41.116
Fermate Amtab,,,,Via Giuseppe Capruzzi 220,,,,,168.681,411.169
Fermate Amtab,,,,Strada Sant'Anna fronte civ. 4,,,,,169.371,410.993
Fermate Amtab,,,,Strada Sant'Anna 4,,,,,16.937,410.992
Fermate Amtab,,,,"Via Lorenzo Vitale, 11",,,,,169.373,411.029
Fermate Amtab,,,,1 Strada Torricella civ. 7,,,,,167.383,41.145
Fermate Amtab,,,,Via Napoli - Accesso A,,,,,168.027,411.409
Fermate Amtab,,,,Via degli Oleandri - Bosch,,,,,167.853,411.068
Fermate Amtab,,,,"C.so Vitt. Veneto, N. R. GdF",,,,,168.506,411.299
Fermate Amtab,,,,Via L. Colonna - ang. via Rosa Azzurra,,,,,169.896,41.088
Fermate Amtab,,,,Corso Cavour-Caval. XX Settembra (Capolinea),,,,,168.727,411.193
Fermate Amtab,,,,"Piazza Moro, Capolinea (fontana)",,,,,168.697,411.184
Fermate Amtab,,,,"Corso Benedetto Croce, 141",,,,,16.872,411.108
Fermate Amtab,,,,"Via D. Cotugno, 15",,,,,168.574,411.076
Fermate Amtab,,,,Via degli Oleandri - Bosch - Capolinea,,,,,167.852,411.068
Fermate Amtab,,,,Viale L. Corigliano - ang. Lindemann,,,,,168.175,411.225
Fermate Amtab,,,,Via La Rotella - fronte Peugeot,,,,,168.227,411.233
Fermate Amtab,,,,"Via Vittorio Veneto, 29/C",,,,,168.662,410.631
Fermate Amtab,,,,"Via Giuseppe De Marinis, 113",,,,,168.702,410.766
Fermate Amtab,,,,Viale Europa - fronte Coca Cola,,,,,168.263,411.242
Fermate Amtab,,,,Viale Archimede - fronte Palaflorio,,,,,169.079,41.102
Fermate Amtab,,,,"Viale F. De Blasio, 11",,,,,168.128,411.162
Fermate Amtab,,,,Via Peucetia - fronte mercato,,,,,168.879,411.149
Fermate Amtab,,,,Via G. Amendola - fronte Agraria,,,,,168.836,411.104
Fermate Amtab,,,,"Via S. Crisanzio, 93",,,,,168.637,411.195
Fermate Amtab,,,,Via Troccoli - Cap. 13,,,,,167.826,411.248
Fermate Amtab,,,,"Via G. Amendola, 157",,,,,16.882,411.124
Fermate Amtab,,,,"Via N. Piccinni, 9",,,,,168.715,411.255
Fermate Amtab,,,,"V.le UnitÃ  d'Italia, 24/C (Capolinea)",,,,,168.731,411.161
Fermate Amtab,,,,"Viale L. Einaudi, 2/E",,,,,16.877,411.008
Fermate Amtab,,,,Viale Europa - Liquigas,,,,,168.346,411.226
Fermate Amtab,,,,Via G. La Pira - fronte 2,,,,,169.007,411.007
Fermate Amtab,,,,Viale G. D'Annunzio - Ingr. Aereoporto Milit.,,,,,167.786,411.402
Fermate Amtab,,,,Via delle Magnolie - Serono,,,,,16.762,411.094
Fermate Amtab,,,,"Corso Trieste, 27 - Procura",,,,,168.936,411.172
Fermate Amtab,,,,"Trav. V Via Napoli, 5",,,,,167.307,411.674
Fermate Amtab,,,,via Bitritto di fronte P.co Adria,,,,,168.347,410.805
Fermate Amtab,,,,Via Granieri,,,,,167.952,411.265
Fermate Amtab,,,,"Complanare Ovest, 113",,,,,16.947,410.943
Fermate Amtab,,,,Corso Vittorio Emanuele II - ang. V. Melo,,,,,168.708,411.261
Fermate Amtab,,,,P.zza Capitaneo - ang. Vitt. Eman.,,,,,167.598,411.512
Fermate Amtab,,,,"Viale delle Regioni, 62 - Don Milani",,,,,16.788,411.217
Fermate Amtab,,,,"Via G. Amendola, 184/H",,,,,168.904,410.967
Fermate Amtab,,,,"Via G. Amendola, 106/M",,,,,168.801,411.148
Fermate Amtab,,,,Via Giuseppe De Ribera - ang. delle Regioni,,,,,167.913,411.231
Fermate Amtab,,,,Via R. Resta,,,,,170.034,410.866
Fermate Amtab,,,,"Via Van Westerhout, Hotel Mare Pineta",,,,,168.313,411.349
Fermate Amtab,,,,"Viale Luigi Einaudi, 5",,,,,168.722,411.006
Fermate Amtab,,,,Via Dello Scoglio - fronte S. Rita,,,,,168.576,410.694
Fermate Amtab,,,,"Via A. Diaz, 38",,,,,167.656,411.534
Fermate Amtab,,,,"Via di Maratona, 14",,,,,168.377,41.13
Fermate Amtab,,,,Viale F. De Blasio - angolo Jacobini,,,,,168.054,411.145
Fermate Amtab,,,,Via Vittime Civili di Guerra,,,,,167.845,411.258
Fermate Amtab,,,,"Bari, Via Francesco Paolo Troccoli 6",,,,,167.831,411.249
Fermate Amtab,,,,prolung.Via F. Troccoli fronte cab.ENEL,,,,,167.803,411.256
Fermate Amtab,,,,"Bari, Via Nicola Rotondo, 3",,,,,167.793,411.247
Fermate Amtab,,,,"Bari, Via E. Dalfino, 4 (capolinea)",,,,,167.776,411.243
Fermate Amtab,,,,Via Troccoli 18/B,,,,,167.806,411.275
Fermate Amtab,,,,"Lung. G. Di Cagno Abbrescia, 27",,,,,169.314,411.091
Fermate Amtab,,,,"Strada Torre Tresca, 6/C",,,,,168.482,410.984
Fermate Amtab,,,,"Viale Luigi Sturzo,19",,,,,168.725,41.107
Fermate Amtab,,,,Via delle Dalie - Asi,,,,,167.669,411.005
Fermate Amtab,,,,"Via Bari, 16",,,,,169.956,410.858
Fermate Amtab,,,,"Complanare Ovest, 87",,,,,169.333,410.995
Fermate Amtab,,,,Viale Guglielmo Lindemann - ex dep. Amtab,,,,,168.161,411.216
Fermate Amtab,,,,"Via Nicholas Green, 54",,,,,167.416,411.569
Fermate Amtab,,,,Via delle Ortensie - fronte Pimespo,,,,,167.737,41.109
Fermate Amtab,,,,"Via S. Angelo, 39",,,,,16.866,410.656
Fermate Amtab,,,,"Via Prov. Ceglie-Adelfia, km 2",,,,,168.634,410.434
Fermate Amtab,,,,Via Vaccarella ang. Trav. Vaccarella,,,,,168.637,410.711
Fermate Amtab,,,,Via delle Magnolie - fronte Ilca,,,,,167.587,411.093
Fermate Amtab,,,,Via G. Petroni - fronte 104,,,,,168.673,411.002
Fermate Amtab,,,,Via C. Massa - ex edicola,,,,,16.786,411.283
Fermate Amtab,,,,Via Salapia - fronte 2/D,,,,,168.955,411.111
Fermate Amtab,,,,Corso Vittorio Veneto - fronte AQP,,,,,168.446,411.336
Fermate Amtab,,,,"Via Barisano da trani, ang. Via Granieri",,,,,167.921,411.258
Fermate Amtab,,,,Lung. C. Colombo - Lido Lucciola - Capolinea,,,,,167.324,411.692
Fermate Amtab,,,,Via delle Mimose - Agrilevante,,,,,167.888,411.085
Fermate Amtab,,,,Via G. Fanelli - Green Park,,,,,168.836,410.915
Fermate Amtab,,,,Lungomare Nazario Sauro - INPS,,,,,168.851,411.205
Fermate Amtab,,,,"Via San Giorgio, 46",,,,,16.962,410.957
Fermate Amtab,,,,"Viale Giovanni XXIII, 145",,,,,168.643,411.071
Fermate Amtab,,,,Via Martin Luther King - fronte 89,,,,,168.591,411.006
Fermate Amtab,,,,"Via dei Trulli, 25",,,,,170.052,41.087
Fermate Amtab,,,,Via N. Cacudi - Ist. Scolastico,,,,,167.942,411.291
Fermate Amtab,,,,Strada San Girolamo - fronte Mercato,,,,,168.196,411.364
Fermate Amtab,,,,Lung. N. Sauro - fronte Pres. Puglia,,,,,168.827,411.213
Fermate Amtab,,,,Viale Q. Ennio - fronte 4,,,,,168.626,411.163
Fermate Amtab,,,,"Lung. A. Giovine, fronte 51",,,,,169.463,411.025
Fermate Amtab,,,,Via Carulli - fronte 96,,,,,168.761,411.202
Fermate Amtab,,,,Viale Europa - ang. via Mazzoni,,,,,167.985,411.249
Fermate Amtab,,,,"Via A.da Bari ,Banca di Roma",,,,,168.687,411.237
Fermate Amtab,,,,C.so Cavour ang. Via Putignani,,,,,168.722,411.237
Fermate Amtab,,,,"Via P. Amedeo, civ. 125",,,,,168.669,411.225
Fermate Amtab,,,,"Via Melo, 143",,,,,168.715,411.217
Fermate Amtab,,,,Lung. C. Colombo - fronte S.Tropez,,,,,167.343,411.691
Fermate Amtab,,,,Via Minervini - fronte 21,,,,,168.503,41.044
Fermate Amtab,,,,"Via Zippitelli, fronte ex grafica Laterza",,,,,168.223,41.116
Fermate Amtab,,,,Viale Trisorio Liuzzi - fronte CC,,,,,168.634,41.081
Fermate Amtab,,,,Via Cascia - fronte 14,,,,,168.558,410.674
Fermate Amtab,,,,"Via G. Oberdan, 40/O",,,,,168.806,411.177
Fermate Amtab,,,,Via D'Alesio - fronte C/1 - B/1,,,,,167.867,411.272
Fermate Amtab,,,,Piazza Eroi del Mare,,,,,16.874,41.125
Fermate Amtab,,,,Via G. Rocca - fronte Ecopoli,,,,,169.037,410.999
Fermate Amtab,,,,"Via Brigata Regina, 88",,,,,168.516,411.262
Fermate Amtab,,,,Via Macchie ang. via Modugno,,,,,167.667,411.499
Fermate Amtab,,,,"Via Napoli, 316",,,,,168.458,411.274
Fermate Amtab,,,,Viale Domenico Cotugno - Palestra Angiulli,,,,,168.574,411.076
Fermate Amtab,,,,"Piazza Aldo Moro, lato FFSS",,,,,168.696,411.181
Fermate Amtab,,,,"Via Veneto, 10",,,,,167.896,41.121
Fermate Amtab,,,,"Viale UnitÃ  d'Italia, ang. via A. Volta",,,,,168.733,411.147
Fermate Amtab,,,,"Bari, Via Francesco Paolo Troccoli",,,,,167.807,411.272
Fermate Amtab,,,,Via Nazionale - Asl Palese,,,,,167.635,411.582
Fermate Amtab,,,,Corso Alcide De Gasperi - Scuola Disneyland,,,,,16.87,410.917
Fermate Amtab,,,,Trav. V Via Napoli - fronte 5,,,,,167.306,411.673
Fermate Amtab,,,,"Via G. Re David, 191/A",,,,,168.767,411.103
Fermate Amtab,,,,"Via A. Omodeo, fronte 69",,,,,168.844,411.071
Fermate Amtab,,,,Via Pantaleo Carabellese - fronte 2,,,,,169.076,411.082
Fermate Amtab,,,,"Via Roccaporena, ang. via dello Scoglio",,,,,168.581,410.691
Fermate Amtab,,,,"via Zippitelli, 5",,,,,168.224,411.088
Fermate Amtab,,,,Via Peucetia - Chiesa S. Francesco,,,,,168.898,411.142
Fermate Amtab,,,,"Via Macchie, 41",,,,,167.752,411.461
Fermate Amtab,,,,Viale Luigi De Laurentis - ang. via Carrante,,,,,168.644,410.967
Fermate Amtab,,,,Piazza Massari - Int. di Finanza,,,,,168.652,411.281
Fermate Amtab,,,,Via B. Buozzi - fronte 68/B,,,,,168.296,411.121
Fermate Amtab,,,,"Prov. Loseto-Valenzano, ang. Giacomelli",,,,,168.527,410.412
Fermate Amtab,,,,"Via Giandomenico Petroni, 39",,,,,168.791,411.214
Fermate Amtab,,,,"Via Giovanni Gentile, 47/A",,,,,169.083,411.092
Fermate Amtab,,,,Via delle Magnolie - fronte Battezzati,,,,,167.645,411.095
Fermate Amtab,,,,Viale Trisorio Liuzzi - Stazione CC,,,,,168.637,410.815
Fermate Amtab,,,,Viale Vittorio Emanuele Orlando di fronte AQP,,,,,168.431,411.339
Fermate Amtab,,,,Via O. Tupputi - fronte 6,,,,,168.902,410.937
Fermate Amtab,,,,Via Francesco Crispi - Tribunale,,,,,168.561,411.236
Fermate Amtab,,,,"Strada Della Marina, 22/A",,,,,169.835,41.094
Fermate Amtab,,,,Via A. Toscanini - fronte via Suglia,,,,,169.124,411.043
Fermate Amtab,,,,Via delle Magnolie - PT,,,,,167.694,411.097
Fermate Amtab,,,,Via Lama Del Duca - fronte 12,,,,,168.553,410.715
Fermate Amtab,,,,"Via G. Petroni, 66",,,,,168.677,411.089
Fermate Amtab,,,,Via La Rotella - fronte Coca Cola,,,,,168.252,411.237
Fermate Amtab,,,,Via Giordano - ang. Lung. Starita,,,,,168.397,411.377
Fermate Amtab,,,,Via dei Caduti Partigiani - fronte A/44,,,,,16.896,411.083
Fermate Amtab,,,,Via delle Magnolie - fonderie Battezzati,,,,,167.647,411.095
Fermate Amtab,,,,Viale G. Bartolo - Ist. G. Cesare,,,,,168.575,410.957
Fermate Amtab,,,,Via Gregorio Ancona - fronte Coop. Arcobaleno,,,,,167.362,411.514
Fermate Amtab,,,,Lung. G. Di Cagno Abbrescia - fronte 27,,,,,169.313,411.092
Fermate Amtab,,,,Via G.ppe Giannini (rotatoria),,,,,168.898,410.907
Fermate Amtab,,,,Via delle Ortensie - fronte OM,,,,,167.749,411.074
Fermate Amtab,,,,"Piazzale Pugliese, ang. Venisti",,,,,168.902,410.908
Fermate Amtab,,,,Via San Giorgio - fronte 42,,,,,169.618,410.945
Fermate Amtab,,,,"Strada Della Marina, 62",,,,,169.728,410.954
Fermate Amtab,,,,Via Troccoli - Capolinea,,,,,167.827,411.248
